ano,mes,id_cisp,id_aisp,id_risp,quantidade_arma_fabricacao_caseira,quantidade_carabina,quantidade_espingarda,quantidade_fuzil,quantidade_garrucha,quantidade_garruchao,quantidade_metralhadora,quantidade_outros,quantidade_pistola,quantidade_revolver,quantidade_submetralhadora,total
2007,3,50,24,3,0,0,1,0,0,0,0,0,1,7,0,9
2016,2,51,24,3,0,1,3,0,1,0,0,0,1,3,0,9
2018,11,52,20,3,0,2,0,0,0,0,0,0,4,3,0,9
2009,5,52,20,3,0,0,0,0,0,0,0,0,1,8,0,9
2024,3,52,20,3,0,0,0,0,0,0,0,0,3,6,0,9
2016,4,52,20,3,0,0,0,0,0,0,0,0,3,6,0,9
2021,11,52,20,3,0,0,0,0,0,0,0,0,5,4,0,9
2015,5,52,20,3,0,0,0,0,0,0,0,0,2,7,0,9
2023,7,52,20,3,0,0,2,1,0,0,0,0,5,1,0,9
2012,7,52,20,3,0,0,0,0,0,0,0,0,3,6,0,9
2023,6,52,20,3,0,1,0,1,0,0,0,0,5,2,0,9
2012,3,52,20,3,0,0,0,0,0,0,0,0,2,7,0,9
2009,3,52,20,3,0,0,0,0,0,0,0,0,3,6,0,9
2013,11,52,20,3,0,0,0,0,0,0,0,0,5,4,0,9
2017,12,52,20,3,0,0,0,0,0,0,0,0,4,5,0,9
2019,8,52,20,3,0,0,0,0,0,0,0,0,4,5,0,9
2017,1,52,20,3,0,0,0,0,0,0,0,0,3,6,0,9
2009,11,52,20,3,0,0,2,0,0,0,0,0,0,7,0,9
2011,7,53,20,3,0,0,1,0,0,0,0,0,4,4,0,9
2019,4,53,20,3,0,0,0,0,0,0,0,0,4,5,0,9
2016,4,53,20,3,0,0,0,0,0,0,0,0,7,2,0,9
2015,2,53,20,3,0,0,0,1,0,0,0,0,4,4,0,9
2015,12,53,20,3,0,0,1,1,0,0,0,0,5,2,0,9
2015,9,53,20,3,0,1,3,0,0,0,0,0,0,5,0,9
2008,5,53,20,3,0,0,2,1,0,0,0,0,1,5,0,9
2022,4,53,20,3,1,0,0,2,0,0,0,0,4,2,0,9
2009,3,53,20,3,0,0,0,0,0,0,0,0,4,5,0,9
2007,8,53,20,3,0,0,0,0,0,0,0,1,4,4,0,9
2014,12,54,39,3,0,0,1,0,0,0,0,0,7,1,0,9
2016,7,54,39,3,1,0,0,1,0,0,0,0,6,1,0,9
2013,12,54,39,3,0,0,1,1,0,0,0,0,3,4,0,9
2017,10,54,39,3,0,1,0,0,0,0,0,1,4,3,0,9
2010,8,54,39,3,0,0,0,0,0,0,0,0,3,6,0,9
2011,5,54,39,3,0,0,0,0,0,0,0,0,4,5,0,9
2017,12,54,39,3,0,0,0,1,0,0,0,0,5,3,0,9
2010,2,54,39,3,0,0,1,0,0,0,0,0,1,7,0,9
2012,10,54,39,3,0,0,0,1,0,0,0,0,4,4,0,9
2020,9,54,39,3,0,0,0,0,0,0,0,0,7,2,0,9
2020,11,54,39,3,0,0,0,1,0,0,0,0,7,1,0,9
2016,1,55,24,3,0,0,0,1,0,0,0,0,2,4,2,9
2008,11,55,24,3,4,0,1,0,1,0,0,0,0,3,0,9
2024,5,55,24,3,0,0,0,0,1,0,0,0,7,1,0,9
2024,3,55,24,3,0,0,0,3,0,0,0,0,4,2,0,9
2018,8,55,24,3,0,0,1,0,0,0,0,0,3,5,0,9
2020,5,55,24,3,0,0,0,0,0,0,0,0,5,4,0,9
2017,12,55,24,3,0,0,1,0,0,0,0,0,8,0,0,9
2017,6,55,24,3,0,0,0,0,0,0,0,0,4,5,0,9
2020,1,55,24,3,0,0,0,1,0,0,0,0,3,4,1,9
2007,3,55,24,3,0,0,0,0,0,0,0,0,4,5,0,9
2008,1,55,24,3,0,0,0,0,3,0,0,2,1,3,0,9
2020,10,55,24,3,0,0,0,1,0,0,0,0,5,3,0,9
2021,12,56,20,3,0,0,0,2,0,0,1,0,6,0,0,9
2019,12,56,20,3,0,0,0,4,0,0,0,0,4,1,0,9
2009,6,56,20,3,0,1,0,0,0,0,0,0,5,3,0,9
2007,5,56,20,3,0,0,0,0,0,0,0,0,1,8,0,9
2012,2,56,20,3,0,0,0,0,0,0,0,0,5,4,0,9
2017,12,56,20,3,0,0,0,0,0,0,0,0,6,3,0,9
2020,3,56,20,3,1,0,1,0,0,0,0,0,5,2,0,9
2014,11,56,20,3,0,0,0,0,0,0,0,0,5,4,0,9
2022,2,56,20,3,0,0,0,1,0,0,0,0,5,3,0,9
2019,9,56,20,3,0,0,1,0,0,0,0,0,3,5,0,9
2011,1,56,20,3,0,0,0,0,0,0,0,0,3,6,0,9
2022,1,56,20,3,0,0,0,0,0,0,0,0,6,3,0,9
2023,11,56,20,3,0,0,0,1,0,0,0,0,6,2,0,9
2023,4,56,20,3,0,1,0,0,0,0,0,0,6,2,0,9
2024,12,56,20,3,0,0,0,0,0,0,0,0,7,2,0,9
2023,8,57,20,3,0,1,0,0,0,0,0,0,5,3,0,9
2017,12,57,20,3,0,0,0,0,0,0,1,0,3,5,0,9
2016,5,58,20,3,0,0,0,0,0,0,0,0,6,3,0,9
2020,7,58,20,3,0,0,0,0,0,0,0,0,7,2,0,9
2010,5,58,20,3,1,0,0,1,0,0,0,0,2,5,0,9
2008,8,58,20,3,0,0,1,0,0,0,0,0,3,5,0,9
2010,2,58,20,3,0,0,0,0,0,0,0,0,0,9,0,9
2011,7,58,20,3,1,0,2,0,0,0,0,0,2,4,0,9
2021,11,58,20,3,0,0,0,1,0,0,0,0,4,4,0,9
2020,2,58,20,3,0,0,0,0,0,0,0,0,3,6,0,9
2007,6,58,20,3,0,0,2,0,1,0,0,0,0,6,0,9
2018,5,58,20,3,0,0,2,0,0,0,0,0,4,3,0,9
2017,1,58,20,3,0,0,0,0,0,0,0,0,5,4,0,9
2019,12,58,20,3,1,0,0,0,0,0,0,0,5,3,0,9
2024,12,58,20,3,0,0,0,2,0,0,0,0,7,0,0,9
2015,2,58,20,3,0,0,1,0,1,0,0,0,2,5,0,9
2023,1,58,20,3,0,2,0,0,0,0,0,0,4,3,0,9
2007,9,58,20,3,0,0,0,0,1,0,0,0,2,6,0,9
2022,7,58,20,3,0,0,1,1,0,0,0,0,2,5,0,9
2022,4,58,20,3,0,0,1,0,0,0,0,0,4,4,0,9
2009,8,58,20,3,0,0,1,0,0,0,0,0,2,6,0,9
2012,1,58,20,3,0,0,0,0,1,0,0,0,2,6,0,9
2017,12,58,20,3,0,0,0,0,0,0,0,0,6,3,0,9
2013,8,58,20,3,0,0,0,0,0,0,0,0,1,8,0,9
2023,7,58,20,3,0,0,0,2,0,0,0,0,6,1,0,9
2016,6,58,20,3,0,1,1,0,0,0,0,0,4,3,0,9
2021,2,59,15,3,0,0,0,0,0,0,0,0,3,6,0,9
2021,1,59,15,3,0,0,0,1,0,0,0,0,6,2,0,9
2020,6,59,15,3,0,0,0,0,0,0,0,0,4,5,0,9
2019,12,59,15,3,0,0,1,1,0,0,0,0,6,1,0,9
2020,2,59,15,3,0,0,0,0,0,0,0,0,7,2,0,9
2020,5,59,15,3,0,0,1,0,0,0,0,0,6,2,0,9
2022,9,59,15,3,0,0,2,1,0,0,0,0,2,4,0,9
2007,9,6,4,1,0,3,0,0,0,0,0,0,3,3,0,9
2008,2,6,4,1,0,1,0,0,1,0,0,0,2,5,0,9
2007,10,6,4,1,1,0,0,3,0,0,0,0,4,1,0,9
2024,2,60,15,3,0,0,0,1,0,0,0,0,4,4,0,9
2017,4,60,15,3,0,0,2,0,0,0,0,0,6,1,0,9
2007,12,60,15,3,0,0,0,0,0,0,0,1,3,5,0,9
2008,3,60,15,3,0,0,0,0,0,0,0,1,3,5,0,9
2010,9,60,15,3,0,0,1,0,0,0,0,0,0,8,0,9
2020,11,60,15,3,0,0,0,0,0,0,0,1,4,4,0,9
2019,3,60,15,3,0,0,0,0,0,0,0,0,7,2,0,9
2007,11,60,15,3,0,0,1,0,0,0,0,0,0,8,0,9
2021,10,60,15,3,0,0,0,1,0,0,0,0,6,2,0,9
2008,10,60,15,3,0,0,0,0,0,0,0,0,3,6,0,9
2016,7,60,15,3,0,0,0,0,1,0,0,0,4,4,0,9
2020,9,60,15,3,0,0,0,0,0,0,0,0,5,4,0,9
2023,6,60,15,3,0,0,0,1,0,0,0,0,6,2,0,9
2023,10,60,15,3,0,0,1,0,0,0,0,0,5,3,0,9
2015,3,61,15,3,0,0,1,0,0,0,0,0,4,4,0,9
2014,6,61,15,3,0,0,2,0,0,0,0,0,2,5,0,9
2015,2,61,15,3,0,0,0,0,0,0,0,2,4,3,0,9
2017,4,61,15,3,7,0,1,0,0,0,0,0,0,1,0,9
2017,4,62,15,3,0,0,0,0,0,0,0,0,7,2,0,9
2018,5,62,15,3,0,0,0,0,0,0,0,0,7,2,0,9
2011,1,62,15,3,0,0,0,0,0,0,0,0,5,4,0,9
2017,8,62,15,3,0,0,1,0,0,0,0,0,3,5,0,9
2015,12,62,15,3,0,0,2,0,0,0,0,0,4,3,0,9
2022,4,62,15,3,0,0,0,0,0,0,0,0,8,1,0,9
2013,8,62,15,3,0,0,0,1,0,0,0,0,6,2,0,9
2020,8,62,15,3,0,0,0,0,0,0,0,0,7,2,0,9
2022,3,62,15,3,0,0,1,0,0,0,0,0,8,0,0,9
2012,2,62,15,3,0,0,1,2,0,0,0,1,2,1,2,9
2010,1,62,15,3,0,0,0,0,0,0,0,0,3,6,0,9
2009,10,62,15,3,0,1,0,0,0,0,0,0,4,4,0,9
2015,1,62,15,3,0,0,0,0,0,0,0,0,7,2,0,9
2011,3,62,15,3,0,0,0,0,0,0,0,0,4,5,0,9
2015,4,62,15,3,0,0,2,0,0,0,0,0,5,2,0,9
2020,4,62,15,3,0,0,0,1,0,0,0,0,7,1,0,9
2022,12,63,24,3,0,0,0,0,0,0,0,0,8,1,0,9
2018,2,63,24,3,0,0,0,2,0,0,0,0,6,1,0,9
2017,2,63,24,3,0,0,0,0,0,0,0,0,8,1,0,9
2016,11,63,24,3,0,0,0,3,0,0,1,0,4,1,0,9
2021,1,63,24,3,0,0,1,1,0,0,0,0,6,1,0,9
2014,11,63,24,3,0,0,0,0,0,0,1,0,2,6,0,9
2008,8,63,24,3,1,0,2,0,0,0,0,2,0,4,0,9
2023,4,63,24,3,0,0,0,0,0,0,0,0,8,1,0,9
2018,1,63,24,3,0,0,1,0,0,0,0,0,7,1,0,9
2012,4,63,24,3,3,0,2,0,0,0,0,0,0,4,0,9
2013,7,64,21,3,0,0,0,0,1,0,0,0,1,7,0,9
2021,3,64,21,3,0,0,0,0,0,0,0,0,3,6,0,9
2012,3,64,21,3,0,0,0,0,0,0,0,0,3,6,0,9
2009,4,64,21,3,0,0,0,0,0,0,0,0,6,3,0,9
2019,1,64,21,3,0,0,0,0,0,0,0,0,7,2,0,9
2013,4,65,34,3,0,0,0,0,0,0,0,0,2,7,0,9
2016,6,65,34,3,0,0,1,0,0,0,0,0,2,6,0,9
2008,4,65,34,3,0,0,1,0,0,0,0,1,0,7,0,9
2010,2,65,34,3,0,1,5,0,0,0,0,0,2,1,0,9
2016,4,65,34,3,0,0,4,0,0,0,0,0,2,3,0,9
2012,8,65,34,3,0,0,2,0,0,0,0,0,3,4,0,9
2008,6,66,34,3,0,0,0,0,1,0,0,0,2,6,0,9
2009,6,66,34,3,0,0,0,0,1,0,0,0,2,6,0,9
2011,2,66,34,3,0,0,0,0,0,0,0,0,2,7,0,9
2012,10,66,34,3,0,1,1,0,0,0,0,0,2,5,0,9
2011,5,66,34,3,0,0,3,0,0,0,0,0,1,5,0,9
2013,1,66,34,3,0,0,0,0,0,0,0,0,5,4,0,9
2008,10,66,34,3,0,0,2,0,0,0,0,0,0,7,0,9
2012,11,66,34,3,0,0,1,0,0,0,0,0,4,4,0,9
2016,11,7,5,1,0,0,0,1,0,0,0,0,6,2,0,9
2016,12,7,5,1,0,0,1,0,0,0,0,0,8,0,0,9
2007,3,7,5,1,0,0,0,0,0,0,0,0,2,7,0,9
2013,10,70,35,4,0,0,5,0,0,0,0,0,1,3,0,9
2012,9,71,35,4,0,0,1,0,0,0,0,0,2,6,0,9
2013,4,71,35,4,0,0,0,0,0,0,0,0,2,7,0,9
2018,2,71,35,4,1,0,0,0,0,0,0,0,6,2,0,9
2012,5,71,35,4,0,0,0,0,0,0,0,0,2,7,0,9
2020,5,71,35,4,0,0,0,0,0,0,0,0,5,4,0,9
2012,7,71,35,4,0,0,1,0,0,0,0,0,0,8,0,9
2021,4,71,35,4,0,0,4,0,0,0,0,0,3,2,0,9
2010,8,71,35,4,0,0,1,0,0,0,0,0,0,8,0,9
2011,1,71,35,4,0,0,0,0,0,0,0,0,1,8,0,9
2015,10,71,35,4,0,0,1,1,0,0,0,0,3,4,0,9
2020,12,71,35,4,0,0,0,0,0,0,0,1,7,1,0,9
2017,10,71,35,4,0,0,0,0,0,0,0,0,5,4,0,9
2012,8,71,35,4,0,0,2,0,0,0,0,0,2,5,0,9
2024,9,71,35,4,1,1,0,0,0,0,0,0,3,4,0,9
2010,9,71,35,4,0,0,0,0,0,0,0,0,3,6,0,9
2019,11,72,7,4,0,0,0,2,0,0,0,0,6,1,0,9
2008,8,72,7,4,0,0,0,2,0,0,0,0,4,3,0,9
2014,1,72,7,4,0,0,0,0,1,0,0,0,4,4,0,9
2018,3,72,7,4,0,0,0,0,0,0,0,0,5,4,0,9
2015,7,72,7,4,0,0,0,0,0,0,0,0,2,6,1,9
2017,12,72,7,4,0,0,0,1,0,0,0,0,6,2,0,9
2018,4,72,7,4,0,0,0,0,0,0,0,0,4,5,0,9
2021,8,72,7,4,0,0,0,1,1,0,0,0,7,0,0,9
2013,2,72,7,4,0,0,0,0,0,0,0,0,0,9,0,9
2007,2,72,7,4,0,0,0,0,0,0,0,1,2,6,0,9
2012,1,72,7,4,0,2,1,1,0,0,0,0,1,4,0,9
2022,10,72,7,4,0,0,0,1,0,0,0,0,8,0,0,9
2013,9,73,7,4,0,0,2,1,0,0,0,0,5,1,0,9
2007,2,73,7,4,0,0,1,0,0,0,0,0,3,5,0,9
2014,1,73,7,4,0,0,0,0,0,0,0,0,2,7,0,9
2018,8,73,7,4,0,0,0,0,0,0,0,0,5,4,0,9
2018,12,73,7,4,0,0,0,1,0,0,0,0,8,0,0,9
2011,1,73,7,4,0,0,0,0,0,0,0,0,3,6,0,9
2019,1,73,7,4,0,0,0,0,0,0,0,0,7,2,0,9
2019,10,73,7,4,0,0,0,0,0,0,0,0,5,4,0,9
2022,4,73,7,4,0,0,1,0,0,0,0,0,3,5,0,9
2018,1,73,7,4,0,0,0,0,0,0,0,0,7,2,0,9
2020,3,73,7,4,0,0,0,0,0,0,0,0,5,4,0,9
2011,12,73,7,4,0,0,0,0,0,0,0,0,4,4,1,9
2020,10,73,7,4,0,0,0,0,0,0,0,0,4,5,0,9
2018,10,73,7,4,0,0,0,0,0,0,0,0,5,4,0,9
2021,10,74,7,4,0,0,0,0,0,0,0,0,8,1,0,9
2022,3,74,7,4,0,0,0,0,0,0,0,0,7,2,0,9
2019,10,74,7,4,0,0,0,1,0,0,0,0,8,0,0,9
2023,11,74,7,4,0,0,0,2,0,0,0,0,6,1,0,9
2021,2,74,7,4,0,0,1,1,0,0,0,0,5,2,0,9
2020,10,74,7,4,0,0,0,0,0,0,0,0,7,2,0,9
2013,7,74,7,4,0,0,0,0,0,0,0,0,2,7,0,9
2020,8,75,7,4,0,0,0,1,0,0,0,0,7,1,0,9
2020,4,75,7,4,0,0,0,1,0,0,0,0,7,1,0,9
2010,10,75,7,4,1,0,1,0,0,0,0,2,1,4,0,9
2019,1,75,7,4,0,0,0,0,0,0,0,0,8,1,0,9
2010,11,75,7,4,0,0,1,0,0,0,0,1,2,5,0,9
2022,10,75,7,4,0,0,0,0,0,0,0,0,8,1,0,9
2010,5,75,7,4,0,0,0,0,1,0,0,0,4,4,0,9
2022,5,75,7,4,0,0,0,1,0,0,0,0,5,3,0,9
2020,12,76,12,4,0,0,1,1,0,0,0,0,4,2,1,9
2017,3,76,12,4,0,0,0,1,0,0,0,0,5,3,0,9
2021,6,76,12,4,0,0,1,4,0,0,0,0,4,0,0,9
2017,2,77,12,4,0,0,0,0,0,0,0,0,5,4,0,9
2012,7,77,12,4,0,0,0,0,1,1,0,0,5,2,0,9
2015,9,77,12,4,0,0,1,0,0,0,0,0,8,0,0,9
2013,3,77,12,4,0,0,0,0,0,0,0,2,5,2,0,9
2019,4,77,12,4,0,0,0,1,0,0,0,0,5,2,1,9
2012,1,77,12,4,0,0,0,0,0,0,0,0,4,5,0,9
2017,1,77,12,4,0,0,0,3,0,0,0,0,6,0,0,9
2017,3,78,12,4,0,0,2,0,0,0,0,0,2,5,0,9
2011,9,78,12,4,0,0,2,0,0,0,0,0,2,3,2,9
2017,7,78,12,4,0,0,0,2,0,0,0,0,6,1,0,9
2021,7,78,12,4,0,0,0,1,0,0,0,0,8,0,0,9
2015,6,78,12,4,0,0,1,1,0,0,0,0,4,3,0,9
2007,5,78,12,4,1,0,1,0,0,0,0,0,1,6,0,9
2013,9,78,12,4,0,0,0,0,0,0,0,0,7,2,0,9
2017,5,78,12,4,0,0,0,1,0,0,0,0,6,2,0,9
2011,10,78,12,4,0,0,0,0,0,0,1,0,5,3,0,9
2013,7,78,12,4,0,0,0,0,0,0,0,0,7,2,0,9
2007,12,78,12,4,0,0,0,0,0,0,0,0,1,8,0,9
2014,1,78,12,4,0,0,1,0,0,0,1,0,3,4,0,9
2021,8,79,12,4,0,0,1,0,0,0,0,2,2,4,0,9
2011,6,79,12,4,0,0,0,0,0,0,2,0,4,2,1,9
2012,5,79,12,4,0,1,2,0,0,0,1,1,0,4,0,9
2010,9,79,12,4,0,0,0,0,0,0,0,0,3,6,0,9
2007,11,79,12,4,0,2,1,0,0,0,0,1,5,0,0,9
2007,5,81,12,4,0,0,1,0,2,0,0,0,0,6,0,9
2009,3,81,12,4,0,1,3,0,0,0,0,0,1,4,0,9
2021,9,81,12,4,0,0,2,0,0,0,0,0,5,2,0,9
2019,2,81,12,4,0,0,0,0,0,0,0,0,5,4,0,9
2019,7,81,12,4,0,0,0,0,0,1,0,0,3,5,0,9
2019,8,82,12,4,0,0,0,0,0,0,0,0,4,5,0,9
2011,5,82,12,4,4,0,1,0,0,0,0,0,1,3,0,9
2021,10,82,12,4,0,0,0,0,0,0,0,0,2,7,0,9
2018,10,82,12,4,0,0,0,0,0,0,0,0,4,5,0,9
2023,9,82,12,4,0,0,0,0,0,0,0,0,4,5,0,9
2013,12,82,12,4,0,0,0,0,1,0,0,0,2,6,0,9
2012,3,82,12,4,0,0,1,0,0,0,0,0,1,7,0,9
2020,10,82,12,4,3,0,1,0,0,0,0,0,3,2,0,9
2017,11,88,10,5,0,0,2,0,0,0,0,0,4,3,0,9
2016,12,88,10,5,0,0,1,0,1,0,0,0,2,5,0,9
2007,11,88,10,5,0,0,5,0,1,0,0,1,0,2,0,9
2018,5,88,10,5,0,0,1,0,1,0,0,0,5,2,0,9
2012,4,88,10,5,0,0,3,0,2,0,0,0,1,3,0,9
2013,12,88,10,5,0,0,1,0,2,0,0,1,1,4,0,9
2019,1,88,10,5,0,0,2,0,0,0,0,0,3,4,0,9
2008,1,88,10,5,0,1,1,0,0,0,0,1,1,5,0,9
2013,1,89,37,5,0,0,0,0,0,0,0,0,1,8,0,9
2012,12,89,37,5,0,0,1,0,0,0,0,0,2,6,0,9
2015,10,89,37,5,0,0,5,0,0,0,0,0,2,2,0,9
2017,4,89,37,5,0,0,0,0,1,0,0,0,6,2,0,9
2012,1,89,37,5,1,0,3,0,0,0,0,0,2,3,0,9
2021,8,89,37,5,0,0,0,0,0,0,0,0,5,4,0,9
2018,7,89,37,5,0,0,0,0,0,0,0,0,5,4,0,9
2014,10,89,37,5,0,0,1,0,1,0,0,0,1,6,0,9
2009,7,89,37,5,0,0,0,0,0,0,0,0,1,8,0,9
2019,5,89,37,5,0,0,1,0,0,0,0,0,3,5,0,9
2010,8,89,37,5,0,0,1,0,0,0,0,1,1,6,0,9
2010,11,89,37,5,1,0,0,0,0,0,0,1,2,5,0,9
2011,2,89,37,5,0,0,0,0,2,0,0,0,0,7,0,9
2017,9,89,37,5,0,0,1,0,0,0,0,0,4,4,0,9
2013,11,9,2,1,0,0,0,0,0,0,0,1,6,2,0,9
2008,4,9,2,1,0,0,1,0,0,0,0,0,1,7,0,9
2015,4,9,2,1,0,1,1,0,1,0,0,0,1,5,0,9
2007,6,9,2,1,0,0,0,0,0,0,0,0,2,7,0,9
2007,9,9,2,1,0,0,0,0,0,0,0,0,0,9,0,9
2007,3,9,2,1,0,0,0,0,0,0,0,0,3,6,0,9
2008,8,90,28,5,1,0,1,0,0,0,0,1,2,4,0,9
2019,9,90,28,5,0,0,1,0,0,0,0,0,3,5,0,9
2008,3,90,28,5,0,0,0,0,1,1,0,0,2,5,0,9
2014,4,90,28,5,0,0,0,0,0,0,0,0,4,5,0,9
2017,3,90,28,5,0,0,2,0,0,0,0,0,3,4,0,9
2018,9,90,28,5,0,0,0,0,0,0,0,0,2,7,0,9
2019,7,90,28,5,0,0,4,0,1,0,0,0,2,2,0,9
2012,3,90,28,5,0,0,0,0,1,0,0,0,1,7,0,9
2021,10,90,28,5,0,0,1,2,0,0,0,0,4,2,0,9
2013,11,90,28,5,0,0,1,0,0,0,0,1,2,5,0,9
2024,8,90,28,5,0,0,0,0,0,0,0,0,4,5,0,9
2020,3,90,28,5,0,0,0,0,0,0,0,0,4,5,0,9
2011,11,90,28,5,0,0,3,0,2,0,0,0,1,3,0,9
2024,12,90,28,5,1,0,0,0,0,0,0,0,3,5,0,9
2018,5,90,28,5,1,0,0,0,0,0,0,0,3,5,0,9
2009,4,90,28,5,1,0,2,0,2,0,0,0,1,3,0,9
2011,10,90,28,5,0,0,1,0,0,0,0,0,0,8,0,9
2013,6,90,28,5,0,1,3,0,0,0,0,0,0,5,0,9
2014,7,90,28,5,0,0,6,0,0,0,0,0,1,2,0,9
2010,1,90,28,5,0,0,2,0,0,0,0,0,3,4,0,9
2008,1,90,28,5,0,0,1,0,2,0,0,0,0,6,0,9
2023,1,91,10,5,0,0,5,1,0,1,0,0,0,2,0,9
2019,7,92,10,5,0,0,7,0,1,0,0,0,0,1,0,9
2012,10,92,10,5,0,0,0,0,0,0,0,0,7,2,0,9
2016,7,93,28,5,0,0,0,0,0,0,0,0,1,8,0,9
2022,11,93,28,5,0,0,0,0,0,0,0,0,5,4,0,9
2017,12,93,28,5,0,0,0,0,1,0,0,1,6,1,0,9
2017,3,93,28,5,0,0,0,0,0,0,0,1,0,8,0,9
2019,10,93,28,5,0,0,1,0,0,0,0,0,2,6,0,9
2011,4,93,28,5,0,0,1,0,0,0,0,2,0,6,0,9
2014,6,93,28,5,0,0,0,0,0,0,0,0,1,8,0,9
2024,4,93,28,5,0,0,0,0,0,0,0,0,5,4,0,9
2022,3,94,10,5,0,0,1,1,0,0,0,0,6,1,0,9
2008,7,95,10,5,2,0,1,0,4,0,0,0,2,0,0,9
2017,7,95,10,5,0,0,1,0,0,0,0,0,1,7,0,9
2007,7,96,10,5,0,0,7,0,0,0,0,0,0,2,0,9
2023,10,96,10,5,0,0,4,0,0,0,0,0,3,2,0,9
2022,5,98,10,5,9,0,0,0,0,0,0,0,0,0,0,9
2017,1,99,37,5,0,1,2,2,0,0,0,0,1,3,0,9
2013,8,99,37,5,1,0,3,0,1,1,0,0,0,3,0,9
2010,3,10,2,1,0,2,0,0,2,0,0,1,2,3,0,10
2015,1,100,37,5,0,0,8,0,1,0,0,0,0,1,0,10
2016,6,105,26,7,0,0,3,0,0,0,0,0,2,5,0,10
2009,12,105,26,7,1,0,5,0,0,0,0,0,1,3,0,10
2015,12,105,26,7,0,0,1,0,0,0,0,0,2,7,0,10
2007,12,105,26,7,0,0,0,0,2,0,0,0,0,8,0,10
2015,6,105,26,7,3,0,4,0,0,0,0,0,1,2,0,10
2019,6,105,26,7,0,2,5,0,0,0,0,0,2,1,0,10
2018,7,105,26,7,0,0,0,0,0,0,0,0,3,7,0,10
2007,4,106,26,7,7,0,1,0,0,0,0,1,0,1,0,10
2008,3,106,26,7,0,0,3,0,1,0,0,0,1,5,0,10
2021,6,108,38,7,1,0,1,0,0,0,0,0,3,5,0,10
2022,8,108,38,7,0,0,1,0,1,0,0,0,2,6,0,10
2016,4,108,38,7,0,0,3,0,1,0,0,1,1,4,0,10
2019,6,108,38,7,0,0,1,0,1,0,0,0,2,6,0,10
2007,12,108,38,7,1,0,3,0,0,0,0,0,2,4,0,10
2018,3,11,23,1,0,0,0,2,0,0,0,0,7,1,0,10
2020,2,110,30,7,1,0,2,0,1,0,0,0,3,3,0,10
2010,4,110,30,7,1,1,2,0,0,0,0,0,1,5,0,10
2008,8,110,30,7,0,0,3,0,0,0,0,1,0,6,0,10
2010,11,110,30,7,0,0,3,0,0,0,0,0,3,4,0,10
2018,3,110,30,7,0,0,0,0,0,0,0,0,2,8,0,10
2007,8,110,30,7,0,0,4,0,0,0,0,1,0,5,0,10
2018,9,110,30,7,0,1,0,0,0,0,0,0,5,4,0,10
2019,8,110,30,7,1,0,2,0,2,0,0,0,0,5,0,10
2011,1,110,30,7,0,0,1,0,0,0,1,1,2,5,0,10
2014,1,110,30,7,0,0,0,0,1,0,0,0,1,8,0,10
2008,2,110,30,7,0,0,3,0,0,0,0,1,2,4,0,10
2011,5,110,30,7,0,0,1,0,0,0,0,1,2,6,0,10
2007,5,118,25,4,0,0,3,0,0,0,0,0,4,3,0,10
2017,1,118,25,4,0,0,0,0,1,0,0,0,2,7,0,10
2015,11,118,25,4,0,0,0,0,0,0,0,0,1,9,0,10
2018,5,118,25,4,0,0,2,0,0,0,0,0,5,3,0,10
2020,5,118,25,4,0,0,0,0,0,0,0,0,3,7,0,10
2007,2,118,25,4,0,0,4,0,0,0,0,0,2,4,0,10
2009,2,118,25,4,0,0,3,0,1,0,0,0,1,5,0,10
2022,5,118,25,4,1,1,2,0,0,0,0,0,3,3,0,10
2018,6,12,19,1,0,0,0,7,0,0,0,0,2,1,0,10
2017,5,12,19,1,0,1,1,1,0,0,0,0,3,4,0,10
2009,12,12,19,1,0,0,0,1,0,0,0,0,6,3,0,10
2013,8,120,35,4,4,0,5,0,1,0,0,0,0,0,0,10
2010,10,120,35,4,2,0,5,0,0,0,0,1,0,2,0,10
2007,12,121,32,6,0,0,3,0,0,0,0,0,1,6,0,10
2007,9,122,32,6,0,0,4,0,1,0,0,0,0,5,0,10
2022,12,123,32,6,0,0,0,0,0,0,0,0,7,3,0,10
2023,5,123,32,6,0,2,0,0,0,0,0,0,6,2,0,10
2013,12,123,32,6,0,0,1,1,1,0,0,0,1,6,0,10
2015,11,123,32,6,0,0,1,0,0,0,0,0,6,3,0,10
2012,4,123,32,6,0,0,0,0,0,0,0,0,1,9,0,10
2013,11,123,32,6,0,0,0,1,0,0,0,0,4,5,0,10
2007,1,123,32,6,0,0,2,0,0,0,0,0,3,5,0,10
2020,5,123,32,6,0,0,2,1,0,0,0,0,5,2,0,10
2024,2,123,32,6,0,0,1,0,0,0,0,0,6,3,0,10
2017,10,123,32,6,0,0,0,0,0,0,0,0,5,5,0,10
2009,1,124,25,4,1,2,5,0,0,0,0,0,1,1,0,10
2008,4,124,25,4,0,0,3,0,0,0,0,0,2,5,0,10
2024,4,124,25,4,0,2,1,0,0,0,0,0,4,3,0,10
2017,4,124,25,4,0,0,0,0,1,0,0,0,0,9,0,10
2015,3,125,25,4,0,0,1,0,0,0,0,0,6,3,0,10
2007,3,126,25,4,0,0,1,0,0,0,0,0,3,6,0,10
2013,5,126,25,4,0,0,3,0,0,0,0,0,4,3,0,10
2013,6,126,25,4,0,0,1,0,1,0,0,0,4,4,0,10
